"ResponseId","bisbas_matrix_1","bisbas_matrix_2","bisbas_matrix_3","bisbas_matrix_4","bisbas_matrix_5","bisbas_matrix_6","bisbas_matrix_7","bisbas_matrix_8","bisbas_matrix_9","bisbas_matrix_10","bisbas_matrix_11","bisbas_matrix_12","bisbas_matrix_13","bisbas_matrix_14","bisbas_matrix_15","bisbas_matrix_16","bisbas_matrix_17","bisbas_matrix_18","bisbas_matrix_19","bisbas_matrix_20","bisbas_reward_res","bisbas_drive","bisbas_fun_seek","bisbas_bis"
"R_137uU0cle84C0Eg",4,3,2,4,2,4,0,3,2,3,4,2,3,4,2,3,2,4,4,3,16,12,11,19
"R_13loJdlauVfZGet",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,17
"R_1z3tvcxEft0V8Bz",4,3,3,3,1,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,20,16,15,21
"R_70BEUnP9rajbD9q",4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,23
"R_7Kr2dRserR88akN",1,1,1,2,1,1,3,3,2,1,3,3,2,1,3,4,4,3,4,3,18,9,9,10
"R_1NE7SPaqhcRo38F",1,1,1,1,0,1,1,3,2,2,2,2,2,2,1,3,3,2,3,2,13,9,7,6
"R_3Kd0ScxBeORmEup",4,4,4,4,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,3,19,16,16,21
"R_7dzmyOOs2upBV8i",1,3,2,2,1,3,2,2,2,3,2,3,3,2,1,3,1,2,3,2,11,9,9,14
"R_5GezpMhG5goUznd",2,3,3,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,8,6,6,16
"R_5kSf2VgpuYiOlhf",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,8,8,15
"R_3MA4k0zsZQcdJDP",4,4,4,4,3,4,3,3,3,4,2,4,4,4,4,4,4,4,4,4,20,12,16,26
"R_3wNf7MTZWA4OtYs",1,2,1,1,3,1,3,4,3,4,3,3,4,2,3,3,1,3,4,3,14,14,12,12
"R_1gXE5Tu9JMZtKoF",3,3,3,3,0,4,0,4,3,3,3,3,3,3,4,4,4,4,4,4,20,13,13,16
"R_1jXlpw7NlbcsXe1",2,4,3,3,1,2,2,4,3,3,3,3,3,4,3,3,3,3,3,4,16,13,13,17
"R_60YXKHoxZ9pM88c",2,2,3,3,1,2,2,1,1,2,1,2,1,3,2,3,3,3,4,3,16,5,8,15
"R_1nOvcmcwAZmasnv",2,1,2,2,1,2,2,4,4,4,4,4,3,3,2,3,3,3,3,3,15,16,12,12
"R_3Rn9S8JLpumEayd",3,2,3,3,2,3,1,2,2,2,2,4,3,4,3,4,3,3,3,3,16,8,14,17
"R_3gwIkd6W01wNgxW",4,3,3,4,0,3,2,3,3,4,4,3,2,3,2,3,3,4,3,4,17,14,10,19
"R_5bnYPjPBLRih4u5",1,1,1,1,3,1,3,4,4,4,4,4,1,3,1,4,4,3,4,3,18,16,9,11
"R_1CHjIG3AYAcL3jo",3,3,3,3,2,3,2,2,3,2,2,3,2,3,3,3,3,2,3,2,13,9,11,19
"R_5N4vuCrAZwl7GGE",3,2,3,3,1,2,3,2,4,4,3,3,3,3,2,2,2,3,3,4,14,13,11,17
"R_5P05fOIY0EaSYPX",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,14,12,12,17
"R_5TAzlO7d4sUCnbX",2,3,2,3,1,2,1,3,2,2,2,3,2,3,2,3,2,2,3,2,12,9,10,14
"R_3Olf80nWFmmOSDu",3,3,4,2,0,2,0,3,4,3,2,3,2,2,4,2,2,2,1,4,11,12,11,14
"R_3n9j4KBCzsSrNmq",1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,12
"R_6P6bCm0bhGY83GF",3,3,3,3,2,2,0,2,2,2,2,3,2,2,2,2,2,2,2,2,10,8,9,16
"R_7PZA0G9I5noAZwT",2,2,3,2,0,3,1,3,3,3,3,3,2,3,4,3,2,3,4,3,15,12,12,13
"R_7g9lcoV826k1byN",3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,13,8,8,19
"R_50S6lE38rGSOmGd",1,2,3,4,1,4,1,3,3,3,3,3,1,1,1,3,3,3,3,3,15,12,6,16
"R_51E0WEpVsh8wfyV",4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,20
"R_14BntYuTlNkORLb",3,3,2,3,1,4,1,4,3,4,4,3,3,4,3,4,4,4,4,4,20,15,13,17
"R_1oWY7yvZJq798bv",3,2,3,2,3,4,1,2,3,1,1,3,2,4,3,1,2,3,2,3,11,7,12,18
"R_3EsnRLEJX6rMS3z",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,17
"R_3SoBnEqWgFpuucq",2,3,3,3,2,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,15,12,10,17
"R_5EGdextoNLmtP3P",4,2,3,4,3,4,2,4,3,4,4,2,3,4,4,3,4,4,4,4,19,15,13,22
"R_5dAS058eVSScQOB",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,17
"R_5lW8nxS3ED8IwtD",1,1,1,1,0,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,20,16,13,6
"R_6sTHiqGfAZWdwUk",3,3,4,3,2,3,2,4,3,3,3,2,2,3,3,3,3,3,3,3,15,13,10,20
"R_7J559ajJq0WRhKN",4,1,1,1,1,1,3,1,1,1,3,4,4,3,4,4,4,3,3,4,18,6,15,12
"R_5HnsvN5jscCb3zK",2,2,3,2,0,3,1,3,3,3,3,3,2,3,4,3,2,3,4,3,15,12,12,13
"R_5jMU3x404AXXbNL",1,2,2,2,2,3,2,3,2,3,3,1,1,1,1,3,3,3,3,3,15,11,4,14
"R_32RNpNqvxw5NK5s",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,17
"R_5rVffMsBwjBxttI",3,3,3,3,2,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,15,10,12,18
"R_6PHJ2KWPUjRpeb7",3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,18
"R_1ByxdcDcAFYIHUm",3,3,4,4,1,4,0,3,3,4,3,4,3,3,4,4,3,3,4,3,17,13,14,19
"R_1Ya0cOGHwfG4HRq",2,2,3,2,0,3,1,3,3,3,3,3,2,3,4,3,2,3,4,3,15,12,12,13
"R_5ePlK0DXvkNIAOE",3,3,4,3,1,3,0,3,3,4,3,4,3,3,4,3,4,3,4,3,17,13,14,17
"R_3dZaJNggSvlZfe7",1,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,3,15,8,10,14
"R_3kiEnofq1ydilqd",3,3,1,1,1,3,3,2,2,1,3,4,3,3,2,2,2,1,4,1,10,8,12,15
"R_3otLznU9Mjv3EOw",1,1,3,1,3,3,3,2,1,1,1,1,1,3,1,3,3,3,3,1,13,5,6,15
"R_6njg3OGBEiP8BAl",2,4,3,2,0,3,1,4,2,2,3,4,3,2,3,3,4,4,2,3,16,11,12,15
"R_3HtSz56NnEbZgFH",3,3,3,3,3,4,2,2,2,3,2,2,2,3,2,3,4,4,4,3,18,9,9,21
"R_5sBoPbDVLGGucl4",3,3,3,4,2,3,3,3,3,3,3,2,3,3,2,4,4,4,3,3,18,12,10,21
"R_6A89ny4xCsitc6R",1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,14,8,8,10
"R_6vZC2n3E8MH60yJ",1,1,1,2,0,1,3,1,1,1,1,1,1,1,1,2,1,3,3,1,10,4,4,9
"R_1tTi3nQnh16312F",2,3,2,2,2,3,2,2,1,2,2,4,2,4,3,3,3,4,3,3,16,7,13,16
"R_7lR9TGRHqZMbUzL",3,3,3,3,0,4,0,4,4,4,4,3,3,3,3,3,3,3,3,3,15,16,12,16
"R_5CPIDhHhcVO1ksY",2,3,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,15
"R_5dEmQAxc6pREwrk",3,2,3,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,15,8,11,18
"R_5riQTcKu04YrJ8Q",4,3,3,3,1,4,1,3,2,3,2,2,3,3,4,3,4,4,4,4,19,10,12,19
"R_62SeFKMsQtZrCAI",2,1,2,1,2,2,3,2,2,1,1,1,1,2,2,2,3,2,2,2,11,6,6,13
"R_1f4fdJ2VCj3UYzn",1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,3,3,3,12,4,4,11
"R_3dQZwswfqhpZQGd",3,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,3,3,2,2,13,11,9,18
"R_5B2PbRLXHku3vb1",4,4,4,3,2,4,3,4,4,4,4,4,2,3,1,4,4,4,4,4,20,16,10,24
"R_1Poo6RkrQbYcd7V",4,3,4,3,0,3,0,3,4,3,4,3,4,3,4,3,4,3,4,3,17,14,14,17
"R_1jY5VJbZTLJJ4A1",2,2,3,2,0,3,1,3,3,3,3,3,2,3,4,3,2,3,4,3,15,12,12,13
"R_3U4rqMUIErVMXn1",3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,17
"R_3ZE7RNkQ8B4x1Ix",4,4,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,23
"R_7QXbr2n5EJdFLrH",1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,7,4,6,11
"R_39gFtnOa6brbk7s",1,1,2,1,1,3,1,3,2,2,2,3,2,3,2,3,3,3,3,3,15,9,10,10
"R_5RkXHvlLA9F4UE1",3,3,2,3,3,4,0,2,2,2,3,1,1,1,1,3,3,3,3,3,15,9,4,18
"R_6E5y9wklvMsvTvI",4,3,2,3,2,4,1,4,3,3,4,2,3,4,2,3,4,2,4,3,16,14,11,19
"R_5OOeuSwF3NoDGmJ",3,3,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,16
"R_6rGcfY3BsgI3pOZ",3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,15,12,12,18
"R_7g60wvmZzpv6ev9",4,4,4,4,1,4,0,3,4,4,4,4,4,4,4,4,4,4,4,3,19,15,16,21
"R_1iiqgW8jryQPdfj",2,2,3,3,1,3,1,3,3,3,3,3,1,3,2,3,3,3,3,3,15,12,9,15
"R_6KpxWcTLOt4UajG",2,2,3,2,0,3,1,3,3,3,3,3,2,3,4,3,2,3,4,3,15,12,12,13
"R_7Eji2ZMJKXWSYfq",2,2,3,2,2,2,1,3,3,2,2,1,1,1,1,3,3,3,3,3,15,10,4,14
"R_1NvKKT5Pv3LrK93",4,4,4,3,0,4,0,4,3,4,4,3,4,3,4,4,4,4,3,4,19,15,14,19
"R_3rpFBgzWe95J0GH",3,2,3,3,2,3,0,2,1,1,1,3,1,2,2,3,3,3,3,2,14,5,8,16
"R_50YyzeQlUHj3UWM",3,4,4,4,2,4,0,4,3,3,3,2,3,3,3,3,4,3,3,3,16,13,11,21
"R_3iTmEmgEHHLZlEB",3,4,2,3,2,4,0,3,3,4,2,3,4,3,4,2,4,3,3,4,16,12,14,18
"R_6dgzoAjUW24zQ8o",1,1,1,1,3,1,0,4,4,4,4,3,3,3,3,2,4,4,4,4,18,16,12,8
"R_17ya2KUMdAB4Z5O",3,3,4,4,2,4,2,3,2,2,2,4,4,4,4,4,4,4,4,4,20,9,16,22
"R_63POuFAgIQIzehj",3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,23
"R_7pPHt5MLl0UHRY0",4,4,3,2,0,2,0,3,4,3,4,2,3,3,4,4,3,3,4,3,17,14,12,15
"R_7yfcCCzqH4aTTTX",4,4,4,4,3,4,3,3,3,1,3,3,4,3,3,4,4,4,2,4,18,10,13,26
"R_1Pz1l6tqGYwdi4p",2,2,2,2,1,2,1,2,2,3,2,2,2,3,3,3,3,2,3,2,13,9,10,12
"R_3PTNchgrczSxV7t",2,3,2,2,1,2,1,3,2,2,3,2,2,3,2,3,3,3,3,2,14,10,9,13
"R_3f77OOIuCsmWwxS",3,3,2,4,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,1,5,4,6,22
"R_3qrqL0OiTuaSL9w",3,3,4,3,2,3,2,1,1,1,1,1,1,2,2,3,3,3,3,2,14,4,6,20
"R_7yfHXO3TTW5y0k3",4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,20,16,16,20
"R_77I0m2ExmdUP138",4,4,3,4,1,4,0,4,3,3,3,4,4,3,3,2,3,3,3,3,14,13,14,20
"R_1D6xR48qcL2tTNK",3,3,2,1,0,2,2,2,2,3,3,3,4,2,3,1,2,2,1,1,7,10,12,13
"R_1DOzGq64U2tGnLF",3,2,2,2,2,3,2,2,2,2,3,2,1,2,3,4,2,3,3,4,16,9,8,16
"R_7kczJBoueHOm2M0",3,2,3,2,2,2,1,3,3,3,4,4,3,3,3,2,2,2,2,2,10,13,13,15
"R_5Zu1O96PzO2EGkN",3,3,4,4,2,4,2,3,3,2,3,3,4,4,3,4,3,3,4,3,17,11,14,22
"R_3P0cFiIHsojpsZ9",3,1,2,3,3,3,1,2,2,2,4,2,2,2,2,2,3,2,3,3,13,10,8,16
"R_56GdiL109c0yVsR",3,3,2,2,2,1,2,4,4,2,3,2,3,1,4,3,2,3,1,1,10,13,10,15
